archetype_id,trade,request_code,request_label,change_type,hours_low,hours_mid,hours_high,rate_usd,rate_source,fee_low_usd,fee_mid_usd,fee_high_usd,date_shift_days,absorb_unpaid_risk,default_move,pause_if_unsigned,fee_formula
SCA-137,ui_ux,brand_refresh_midjob,New colors/type after design lock,add,4.9,6.5,8.8,120,"WhatShouldICharge 2026 median, UI/UX Designers $120/hr",588,780,1056,4,med,change_order,yes,round(hours * rate_usd)
SCA-138,ui_ux,source_files,Hand over working files not in the license,add,1.5,2.0,2.7,120,"WhatShouldICharge 2026 median, UI/UX Designers $120/hr",180,240,324,0,low,log_only,no,round(hours * rate_usd)
SCA-139,ui_ux,unlimited_stock,Buy and retouch extra stock the brief excluded,add,2.6,3.5,4.7,120,"WhatShouldICharge 2026 median, UI/UX Designers $120/hr",312,420,564,2,low,change_order,no,round(hours * rate_usd)
SCA-140,ui_ux,on_site_day,Add an on-site day,add,6.0,8.0,10.8,120,"WhatShouldICharge 2026 median, UI/UX Designers $120/hr",720,960,1296,4,high,change_order,yes,round(hours * rate_usd)
SCA-141,ui_ux,training_call,Teach their staff the system,add,1.9,2.5,3.4,120,"WhatShouldICharge 2026 median, UI/UX Designers $120/hr",228,300,408,0,low,log_only,no,round(hours * rate_usd)
SCA-142,ui_ux,analytics_setup,Add tracking / events after launch,add,3.0,4.0,5.4,120,"WhatShouldICharge 2026 median, UI/UX Designers $120/hr",360,480,648,2,med,change_order,no,round(hours * rate_usd)
SCA-143,ui_ux,seo_pack,On-page SEO not in the original scope,add,3.8,5.0,6.8,120,"WhatShouldICharge 2026 median, UI/UX Designers $120/hr",456,600,816,2,med,change_order,no,round(hours * rate_usd)
SCA-144,ui_ux,print_adapt,Adapt the digital work to print sizes,add,3.4,4.5,6.1,120,"WhatShouldICharge 2026 median, UI/UX Designers $120/hr",408,540,732,2,med,change_order,no,round(hours * rate_usd)
SCA-145,social_mgmt,extra_page,Add one more page / screen,add,2.6,3.5,4.7,85,"WhatShouldICharge 2026 median, Social Media Managers $85/hr",221,298,400,2,low,change_order,no,round(hours * rate_usd)
SCA-146,social_mgmt,extra_revision_round,Another full revision round,add,3.0,4.0,5.4,85,"WhatShouldICharge 2026 median, Social Media Managers $85/hr",255,340,459,2,med,change_order,no,round(hours * rate_usd)
SCA-147,social_mgmt,rush_48h,Compress remaining work into 48 hours,add,4.5,6.0,8.1,85,"WhatShouldICharge 2026 median, Social Media Managers $85/hr",382,510,688,-3,med,change_order,yes,round(hours * rate_usd)
SCA-148,social_mgmt,new_stakeholder_review,Add a second approver mid-stream,add,2.2,3.0,4.1,85,"WhatShouldICharge 2026 median, Social Media Managers $85/hr",187,255,348,2,low,change_order,no,round(hours * rate_usd)
SCA-149,social_mgmt,competitor_feature_clone,Match a competitor feature not in the brief,add,7.5,10.0,13.5,85,"WhatShouldICharge 2026 median, Social Media Managers $85/hr",638,850,1148,8,high,change_order,yes,round(hours * rate_usd)
SCA-150,social_mgmt,cms_blog,Add a blog / CMS after a static sale,add,6.0,8.0,10.8,85,"WhatShouldICharge 2026 median, Social Media Managers $85/hr",510,680,918,4,high,change_order,yes,round(hours * rate_usd)
SCA-151,social_mgmt,auth_login,Add member login / accounts,add,3.0,4.0,5.4,85,"WhatShouldICharge 2026 median, Social Media Managers $85/hr",255,340,459,2,med,change_order,no,round(hours * rate_usd)
SCA-152,social_mgmt,extra_language,Second language of all copy,add,5.2,7.0,9.5,85,"WhatShouldICharge 2026 median, Social Media Managers $85/hr",442,595,808,4,med,change_order,yes,round(hours * rate_usd)
SCA-153,social_mgmt,brand_refresh_midjob,New colors/type after design lock,add,4.9,6.5,8.8,85,"WhatShouldICharge 2026 median, Social Media Managers $85/hr",417,552,748,4,med,change_order,yes,round(hours * rate_usd)
SCA-154,social_mgmt,source_files,Hand over working files not in the license,add,1.5,2.0,2.7,85,"WhatShouldICharge 2026 median, Social Media Managers $85/hr",128,170,230,0,low,log_only,no,round(hours * rate_usd)
SCA-155,social_mgmt,unlimited_stock,Buy and retouch extra stock the brief excluded,add,2.6,3.5,4.7,85,"WhatShouldICharge 2026 median, Social Media Managers $85/hr",221,298,400,2,low,change_order,no,round(hours * rate_usd)
SCA-156,social_mgmt,on_site_day,Add an on-site day,add,6.0,8.0,10.8,85,"WhatShouldICharge 2026 median, Social Media Managers $85/hr",510,680,918,4,high,change_order,yes,round(hours * rate_usd)
SCA-157,social_mgmt,training_call,Teach their staff the system,add,1.9,2.5,3.4,85,"WhatShouldICharge 2026 median, Social Media Managers $85/hr",162,212,289,0,low,log_only,no,round(hours * rate_usd)
SCA-158,social_mgmt,analytics_setup,Add tracking / events after launch,add,3.0,4.0,5.4,85,"WhatShouldICharge 2026 median, Social Media Managers $85/hr",255,340,459,2,med,change_order,no,round(hours * rate_usd)
SCA-159,social_mgmt,seo_pack,On-page SEO not in the original scope,add,3.8,5.0,6.8,85,"WhatShouldICharge 2026 median, Social Media Managers $85/hr",323,425,578,2,med,change_order,no,round(hours * rate_usd)
SCA-160,social_mgmt,print_adapt,Adapt the digital work to print sizes,add,3.4,4.5,6.1,85,"WhatShouldICharge 2026 median, Social Media Managers $85/hr",289,382,518,2,med,change_order,no,round(hours * rate_usd)
SCA-161,illustration,extra_page,Add one more page / screen,add,2.1,2.8,3.8,100,"WhatShouldICharge 2026 median, Illustrators $100/hr",210,280,380,0,low,log_only,no,round(hours * rate_usd)
SCA-162,illustration,extra_revision_round,Another full revision round,add,3.0,4.0,5.4,100,"WhatShouldICharge 2026 median, Illustrators $100/hr",300,400,540,2,med,change_order,no,round(hours * rate_usd)
SCA-163,illustration,rush_48h,Compress remaining work into 48 hours,add,4.5,6.0,8.1,100,"WhatShouldICharge 2026 median, Illustrators $100/hr",450,600,810,-3,med,change_order,yes,round(hours * rate_usd)
SCA-164,illustration,new_stakeholder_review,Add a second approver mid-stream,add,2.2,3.0,4.1,100,"WhatShouldICharge 2026 median, Illustrators $100/hr",220,300,410,2,low,change_order,no,round(hours * rate_usd)
SCA-165,illustration,competitor_feature_clone,Match a competitor feature not in the brief,add,7.5,10.0,13.5,100,"WhatShouldICharge 2026 median, Illustrators $100/hr",750,1000,1350,8,high,change_order,yes,round(hours * rate_usd)
SCA-166,illustration,cms_blog,Add a blog / CMS after a static sale,add,1.8,2.4,3.2,100,"WhatShouldICharge 2026 median, Illustrators $100/hr",180,240,320,0,low,log_only,no,round(hours * rate_usd)
SCA-167,illustration,auth_login,Add member login / accounts,add,3.0,4.0,5.4,100,"WhatShouldICharge 2026 median, Illustrators $100/hr",300,400,540,2,med,change_order,no,round(hours * rate_usd)
SCA-168,illustration,extra_language,Second language of all copy,add,5.2,7.0,9.5,100,"WhatShouldICharge 2026 median, Illustrators $100/hr",520,700,950,4,med,change_order,yes,round(hours * rate_usd)
SCA-169,illustration,brand_refresh_midjob,New colors/type after design lock,add,4.9,6.5,8.8,100,"WhatShouldICharge 2026 median, Illustrators $100/hr",490,650,880,4,med,change_order,yes,round(hours * rate_usd)
SCA-170,illustration,source_files,Hand over working files not in the license,add,1.5,2.0,2.7,100,"WhatShouldICharge 2026 median, Illustrators $100/hr",150,200,270,0,low,log_only,no,round(hours * rate_usd)
SCA-171,illustration,unlimited_stock,Buy and retouch extra stock the brief excluded,add,2.6,3.5,4.7,100,"WhatShouldICharge 2026 median, Illustrators $100/hr",260,350,470,2,low,change_order,no,round(hours * rate_usd)
SCA-172,illustration,on_site_day,Add an on-site day,add,6.0,8.0,10.8,100,"WhatShouldICharge 2026 median, Illustrators $100/hr",600,800,1080,4,high,change_order,yes,round(hours * rate_usd)
SCA-173,illustration,training_call,Teach their staff the system,add,1.9,2.5,3.4,100,"WhatShouldICharge 2026 median, Illustrators $100/hr",190,250,340,0,low,log_only,no,round(hours * rate_usd)
SCA-174,illustration,analytics_setup,Add tracking / events after launch,add,3.0,4.0,5.4,100,"WhatShouldICharge 2026 median, Illustrators $100/hr",300,400,540,2,med,change_order,no,round(hours * rate_usd)
SCA-175,illustration,seo_pack,On-page SEO not in the original scope,add,1.9,2.5,3.4,100,"WhatShouldICharge 2026 median, Illustrators $100/hr",190,250,340,0,low,log_only,no,round(hours * rate_usd)
SCA-176,illustration,print_adapt,Adapt the digital work to print sizes,add,3.4,4.5,6.1,100,"WhatShouldICharge 2026 median, Illustrators $100/hr",340,450,610,2,med,change_order,no,round(hours * rate_usd)
SCA-177,webflow,extra_page,Add one more page / screen,add,2.6,3.5,4.7,100,"WhatShouldICharge 2026 median, Webflow Developers $100/hr",260,350,470,2,low,change_order,no,round(hours * rate_usd)
SCA-178,webflow,extra_revision_round,Another full revision round,add,3.0,4.0,5.4,100,"WhatShouldICharge 2026 median, Webflow Developers $100/hr",300,400,540,2,med,change_order,no,round(hours * rate_usd)
SCA-179,webflow,rush_48h,Compress remaining work into 48 hours,add,4.5,6.0,8.1,100,"WhatShouldICharge 2026 median, Webflow Developers $100/hr",450,600,810,-3,med,change_order,yes,round(hours * rate_usd)
SCA-180,webflow,new_stakeholder_review,Add a second approver mid-stream,add,2.2,3.0,4.1,100,"WhatShouldICharge 2026 median, Webflow Developers $100/hr",220,300,410,2,low,change_order,no,round(hours * rate_usd)
SCA-181,webflow,competitor_feature_clone,Match a competitor feature not in the brief,add,7.5,10.0,13.5,100,"WhatShouldICharge 2026 median, Webflow Developers $100/hr",750,1000,1350,8,high,change_order,yes,round(hours * rate_usd)
SCA-182,webflow,cms_blog,Add a blog / CMS after a static sale,add,6.9,9.2,12.4,100,"WhatShouldICharge 2026 median, Webflow Developers $100/hr",690,920,1240,4,high,change_order,yes,round(hours * rate_usd)
SCA-183,webflow,auth_login,Add member login / accounts,add,13.8,18.4,24.8,100,"WhatShouldICharge 2026 median, Webflow Developers $100/hr",1380,1840,2480,8,high,change_order,yes,round(hours * rate_usd)
SCA-184,webflow,extra_language,Second language of all copy,add,5.2,7.0,9.5,100,"WhatShouldICharge 2026 median, Webflow Developers $100/hr",520,700,950,4,med,change_order,yes,round(hours * rate_usd)
SCA-185,webflow,brand_refresh_midjob,New colors/type after design lock,add,4.9,6.5,8.8,100,"WhatShouldICharge 2026 median, Webflow Developers $100/hr",490,650,880,4,med,change_order,yes,round(hours * rate_usd)
SCA-186,webflow,source_files,Hand over working files not in the license,add,1.5,2.0,2.7,100,"WhatShouldICharge 2026 median, Webflow Developers $100/hr",150,200,270,0,low,log_only,no,round(hours * rate_usd)
SCA-187,webflow,unlimited_stock,Buy and retouch extra stock the brief excluded,add,2.6,3.5,4.7,100,"WhatShouldICharge 2026 median, Webflow Developers $100/hr",260,350,470,2,low,change_order,no,round(hours * rate_usd)
SCA-188,webflow,on_site_day,Add an on-site day,add,6.0,8.0,10.8,100,"WhatShouldICharge 2026 median, Webflow Developers $100/hr",600,800,1080,4,high,change_order,yes,round(hours * rate_usd)
SCA-189,webflow,training_call,Teach their staff the system,add,1.9,2.5,3.4,100,"WhatShouldICharge 2026 median, Webflow Developers $100/hr",190,250,340,0,low,log_only,no,round(hours * rate_usd)
SCA-190,webflow,analytics_setup,Add tracking / events after launch,add,3.0,4.0,5.4,100,"WhatShouldICharge 2026 median, Webflow Developers $100/hr",300,400,540,2,med,change_order,no,round(hours * rate_usd)
SCA-191,webflow,seo_pack,On-page SEO not in the original scope,add,3.8,5.0,6.8,100,"WhatShouldICharge 2026 median, Webflow Developers $100/hr",380,500,680,2,med,change_order,no,round(hours * rate_usd)
SCA-192,webflow,print_adapt,Adapt the digital work to print sizes,add,3.4,4.5,6.1,100,"WhatShouldICharge 2026 median, Webflow Developers $100/hr",340,450,610,2,med,change_order,no,round(hours * rate_usd)
